Total Simulation steps: 7186
Td	ID	Tj	Df	Dd	Db
55	2212	55	0	0	0
55	2215	55	0	0	0
55	2214	55	0	0	0
55	2213	55	0	0	0
56	2216	56	0	0	0
56	2219	56	0	0	0
56	2218	56	0	0	0
56	2217	56	0	0	0
57	2220	57	0	0	0
57	2223	57	0	0	0
57	2222	57	0	0	0
57	2221	57	0	0	0
58	2224	58	0	0	0
58	2227	58	0	0	0
58	2226	58	0	0	0
58	2225	58	0	0	0
59	2228	59	0	0	0
59	2231	59	0	0	0
59	2230	59	0	0	0
59	2229	59	0	0	0
60	2232	60	0	0	0
60	2235	60	0	0	0
60	2234	60	0	0	0
60	2233	60	0	0	0
61	2236	61	0	0	0
61	2239	61	0	0	0
61	2238	61	0	0	0
61	2237	61	0	0	0
62	2240	62	0	0	0
62	2243	62	0	0	0
62	2242	62	0	0	0
62	2241	62	0	0	0
63	2244	63	0	0	0
63	2247	63	0	0	0
63	2246	63	0	0	0
63	2245	63	0	0	0
64	2248	64	0	0	0
64	2251	64	0	0	0
64	2250	64	0	0	0
64	2249	64	0	0	0
65	2252	65	0	0	0
65	2255	65	0	0	0
65	2254	65	0	0	0
65	2253	65	0	0	0
66	2256	66	0	0	0
66	2259	66	0	0	0
66	2258	66	0	0	0
66	2257	66	0	0	0
67	2260	67	0	0	0
67	2263	67	0	0	0
67	2262	67	0	0	0
67	2261	67	0	0	0
68	2264	68	0	0	0
68	2267	68	0	0	0
68	2266	68	0	0	0
68	2265	68	0	0	0
69	2268	69	0	0	0
69	2271	69	0	0	0
69	2270	69	0	0	0
69	2269	69	0	0	0
70	2272	70	0	0	0
70	2275	70	0	0	0
70	2274	70	0	0	0
70	2273	70	0	0	0
71	2276	71	0	0	0
71	2279	71	0	0	0
71	2278	71	0	0	0
71	2277	71	0	0	0
72	2280	72	0	0	0
72	2283	72	0	0	0
72	2282	72	0	0	0
72	2281	72	0	0	0
73	2284	73	0	0	0
73	2287	73	0	0	0
73	2286	73	0	0	0
73	2285	73	0	0	0
74	2288	74	0	0	0
74	2291	74	0	0	0
74	2290	74	0	0	0
74	2289	74	0	0	0
75	2292	75	0	0	0
75	2295	75	0	0	0
75	2294	75	0	0	0
75	2293	75	0	0	0
76	2296	76	0	0	0
76	2299	76	0	0	0
76	2298	76	0	0	0
76	2297	76	0	0	0
77	2300	77	0	0	0
77	2303	77	0	0	0
77	2302	77	0	0	0
77	2301	77	0	0	0
78	2304	78	0	0	0
78	2307	78	0	0	0
78	2306	78	0	0	0
78	2305	78	0	0	0
79	2308	79	0	0	0
79	2311	79	0	0	0
79	2310	79	0	0	0
79	2309	79	0	0	0
80	2312	80	0	0	0
80	2315	80	0	0	0
80	2314	80	0	0	0
80	2313	80	0	0	0
81	2316	81	0	0	0
81	2319	81	0	0	0
81	2318	81	0	0	0
81	2317	81	0	0	0
82	2320	82	0	0	0
82	2323	82	0	0	0
82	2322	82	0	0	0
82	2321	82	0	0	0
83	2324	83	0	0	0
83	2327	83	0	0	0
83	2326	83	0	0	0
83	2325	83	0	0	0
84	2328	84	0	0	0
